TmStamp,example/f8:11,example/f8:12,sunny/grid power,sunspectest/grid power
2022-12-01 15:30:00-06:00,,,,179.20833333333334
2022-12-01 15:31:00-06:00,,,,176.45454545454547
2022-12-01 15:32:00-06:00,,,,174.20833333333334
2022-12-01 15:33:00-06:00,,,,176.0
2022-12-01 15:34:00-06:00,,,,175.0
2022-12-01 15:35:00-06:00,,,,174.11764705882354
2022-12-01 15:36:00-06:00,54.083973530077586,,,173.25
2022-12-01 15:37:00-06:00,53.96090662862271,,,172.08695652173913
2022-12-01 15:38:00-06:00,54.070487730514834,,,169.79166666666666
2022-12-01 15:39:00-06:00,48.41363079984872,,,167.13636363636363
2022-12-01 15:40:00-06:00,58.15542480443543,,,161.05555555555554
2022-12-01 15:41:00-06:00,54.89908908401573,,,154.58333333333334
2022-12-01 15:42:00-06:00,54.363134183482394,,,147.14285714285714
2022-12-01 15:43:00-06:00,61.663005096157285,,,139.61111111111111
2022-12-01 15:44:00-06:00,44.41725932414704,,,134.54545454545453
2022-12-01 15:45:00-06:00,54.23957418127699,,,132.3846153846154
2022-12-01 15:46:00-06:00,53.446799314469786,,,128.875
2022-12-01 15:47:00-06:00,53.90023673512257,,,122.0909090909091
2022-12-01 15:48:00-06:00,54.071925286182974,,,116.5925925925926
2022-12-01 15:49:00-06:00,53.96627556306408,,,113.35
2022-12-01 15:50:00-06:00,53.967672484797234,,,114.63636363636364
2022-12-01 15:51:00-06:00,53.9994372497307,,,128.60714285714286
2022-12-01 15:52:00-06:00,53.977306234517876,,,121.96153846153847
2022-12-01 15:53:00-06:00,50.496809164001895,,,112.8125
2022-12-01 15:54:00-06:00,57.17395290548547,,,102.3225806451613
2022-12-01 15:55:00-06:00,51.59264090620038,,,98.85714285714286
2022-12-01 15:56:00-06:00,56.76306823410778,,,96.44444444444444
2022-12-01 15:57:00-06:00,54.052795073203605,,,105.96153846153847
2022-12-01 15:58:00-06:00,53.94943870317402,,,111.125
2022-12-01 15:59:00-06:00,53.47304486151021,,,110.36363636363636
2022-12-01 16:00:00-06:00,54.45678574266799,,,109.4
2022-12-01 16:01:00-06:00,54.09012352002197,,,108.34782608695652
2022-12-01 16:02:00-06:00,54.03342944381912,,,107.31818181818181
2022-12-01 16:03:00-06:00,53.975829573736725,,,106.0
2022-12-01 16:04:00-06:00,53.95889607925999,9.850607711855135,,105.75
2022-12-01 16:05:00-06:00,62.27138720730774,38.109312266156955,,104.95238095238095
2022-12-01 16:06:00-06:00,44.77842732440533,45.98315855241637,,104.05
2022-12-01 16:07:00-06:00,53.97992451927355,46.00466681431941,,103.26315789473684
2022-12-01 16:08:00-06:00,53.36413896859103,45.97781009091203,,102.3
2022-12-01 16:09:00-06:00,54.6247832402016,45.99844217942572,,100.875
2022-12-01 16:10:00-06:00,54.033113898854985,45.98602177139749,,100.61904761904762
2022-12-01 16:11:00-06:00,53.586745179661506,46.03620870307167,,99.71428571428571
2022-12-01 16:12:00-06:00,54.41536722352718,46.01538810012262,,98.68181818181819
2022-12-01 16:13:00-06:00,54.015763356808755,45.957925224866194,,97.78947368421052
2022-12-01 16:14:00-06:00,53.96595131066098,45.34235460101911,,97.0
2022-12-01 16:15:00-06:00,54.031175085254056,46.60111660290874,,95.72222222222223
2022-12-01 16:16:00-06:00,53.75814957217227,45.183671240267024,,95.36842105263158
2022-12-01 16:17:00-06:00,53.88065340319387,70.7903186247233,,94.41176470588235
2022-12-01 16:18:00-06:00,50.90692411503118,23.370593189288126,,93.4
2022-12-01 16:19:00-06:00,56.590405364939514,41.15230604501268,,92.27777777777777
2022-12-01 16:20:00-06:00,53.826671709460534,47.68936688013368,,91.27777777777777
2022-12-01 16:21:00-06:00,54.18173100817619,43.55155395014499,,89.78571428571429
2022-12-01 16:22:00-06:00,56.58761225665607,46.066914035885354,,89.42105263157895
2022-12-01 16:23:00-06:00,51.61657994334458,45.84937986276269,,88.47368421052632
2022-12-01 16:24:00-06:00,53.69867032674326,42.27069387668286,,87.61904761904762
2022-12-01 16:25:00-06:00,53.90411631044573,45.477465557288795,,86.66666666666667
2022-12-01 16:26:00-06:00,53.77959588684741,50.31665361694707,,85.85714285714286
2022-12-01 16:27:00-06:00,54.26281270292766,46.40061147236099,,84.15789473684211
2022-12-01 16:28:00-06:00,54.01460447952235,45.38497119455924,,83.1
2022-12-01 16:29:00-06:00,53.952791670029406,45.165258750095205,,80.9090909090909
2022-12-01 16:30:00-06:00,54.01566105793163,46.02812250901112,,78.24
2022-12-01 16:31:00-06:00,54.02614928353464,45.94130236441679,,75.85
2022-12-01 16:32:00-06:00,54.604576410259874,46.01716089871007,,73.2
2022-12-01 16:33:00-06:00,53.4109036160339,51.74880508011428,,72.10526315789474
2022-12-01 16:34:00-06:00,60.32374988622991,40.87501743793122,,70.21052631578948
2022-12-01 16:35:00-06:00,47.7111024130173,45.80985214877546,,70.05555555555556
